katalog;kapitel;seite;kapitel_titel;tafel_titel;pos;teilenummer;bezeichnung
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;2;SPAX-EYE;Bush with sleeve for Spax and Gaz dampers only
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;4;21A90;Bolt 3/8” UNF 4 1/2” long for lower damper fixing
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;4;C-AJJ3361;Pin for lower damping fixing, upgraded with built in spacer
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;5;21A2694;Spacer for front damper, not required with [link]C-AJJ3361[/link]
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;6;GFK3323;Lock nut 3/8” UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;7;21A471;Mounting bracket for damper R/H, standard use
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;7;21A474;Mounting bracket for damper L/H, standard use
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;7;C-AJJ3359;Mounting bracket pair for dampers when lowered suspension
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;8;GFK5179;Bolt, 1/4”UNF, 3/4”long for bracket to wing
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;9;GFK1124;Spring washer, 1/4” UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;10;AJD7162;Plain washer 3/8” UNF (1.4mm thick 24.7mm wide)
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;11;FAM2764;Bump stop fitted on subframe
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;11;FAM2764MS;Bump stop fitted on subframe
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;12;FAM2767;Packing washer for under [link]FAM2764[/link]
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;13;GFK1124;Spring washer, 1/4” UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;14;GFK3211;Plain nut, 1/4” UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;15;21A530;Suspension cone front strut
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;15;HILO;Suspension cone adjustable front strut
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;16;GSV1118MS;Knuckle joint assembly
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;17;21A423MS;Nylon cup for knuckle joint
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;18;21A425;Gaiter for knuckle joint
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;19;21A1845;Spacer washer to raise suspension
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;20;FAM3968;Suspension rubber cone (genuine Rover tooling)
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;20;C-STR687;Suspension rubber cone, requires fitment of Hilos
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;21;8G4249;Tie rod assembly complete
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;21;21A1092;Tie rod upgraded adjustable complete with C-STR627 bushes
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;22;53K1031;Bolt 5/16” UNF, 13/8” long with special shank
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;23;GFK1125;Spring washer 5/16”
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;24;GFK3212;Plain nut 5/16” UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;25;31G1155;Tie rod bush
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;25;C-STR627;Tie rod bush upgraded kit
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;26;2A4328;Cup washer
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;27;PWZ207;Plain heavy duty washer
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;28;GFK3224;Locking nut 7/16”UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;29;2A4362;Lower arm support pivot pin
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;30;21A1882;Bush for lower arm pivot pin in rubber
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;30;21A1882MS;Bush for lower arm pivot pin in polyurethane
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;30;C-STR632;Bush kit for lower arm pivot pin when geometry is corrected
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;31;GFK1126;Spring washer 3/8”
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;32;GFK3323;Lock nut 3/8” UNF
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;33;13H2776;Screw 3/16” UNF, 1/2” long
cat002;chap0204;151;Driveshafts Suspension & Wheels;Front Suspension;34;2A4267MS;Upper arm rebound buffer non genuine
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;1;NAM7162;Radius arm bushed assembly R/H less No.5
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;1;NAM7162KIT;Radius arm bushed assembly R/H with No.5 repair kit
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;1;TRA33;Reconditioned radius arm R/H with kit No.5 fitted
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;1;NAM7163;Radius arm bushed assembly L/H less No.5
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;1;NAM7163KIT;Radius arm bushed assembly L/H with No.5 repair kit
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;1;TRA32;Reconditioned radius arm L/H with kit No.5 fitted
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;2;21A397;
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;3;2A7351;Stub axle shaft R/H
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;3;2A7364;Stub axle shaft L/H
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;4;2A7352;Circlip for stub axle
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;5;GSV1125;Radius arm repair kit (single arm only)
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;7;2A7327;Rubber sealing ring
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;8;2A7324;Outer thrust washer
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;9;ACA9302;Inner thrust washer
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;10;2A7325;Bronze bush outer
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;11;GFK3215;Plain nut 1/2” UNF
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;12;LN10051;Grease nipple straight, was UHN400
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;13;RLH10021;Hub rear less wheel studs
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;14;21A1278;Wheel stud, 55mm stud shaft length with 20mm thread
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;14;ENJO-1039;Wheel stud, 58mm stud shaft length with 19mm thread
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;14;ENJO-1040;Wheel stud, 78mm stud shaft length with 27mm thread
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;15;113087;Wheel nut, with 60 degree seat angle for steel wheels
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;15;CN5;Wheel Chrome nut, with 60 degree seat angle
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;15;AJM1139;Wheel nut, for alloy wheels less stainless steel cover
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;15;NAM9075;Wheel nut, for alloy wheels with stainless steel cover
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;16;GHK1805;Rear hub tapered upgraded bearing kit with O ring [link]CDU1173[/link]
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;17;GHS102;Oil seal
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;18;GHF511;Split pin for stub axle shaft/nut
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;19;CDU1173;‘O’ ring for stub axle inner. Fitted from 1996 only
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;20;BTA672;Washer for rear hub nut
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;21;NL610041;Castle nut R/H with right hand thread
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;22;FNN2410;Castle nut L/H with left handed thread
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;23;ATB4098;Grease retaining cap
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;24;SR4;Spacer for rear wheel 1/8” (5mm) without studs
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;24;SR3;Spacer for rear wheel 3/16” (3mm) without studs
cat002;chap0204;152;Driveshafts Suspension & Wheels;Rear Radius Arm and Bearings;24;CW17;Spacer kit for rear wheel 3/4” (19mm) with studs
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;342002;Damper assembly rear except Sportspack and turbo
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;442002;Damper assembly rear except Sportspack and turbo
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;C-STR1794;Damper assembly rear adjustable for Sportspack or upgrade
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;552019;Damper assembly rear for standard or Sportspack use
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;C-STR307;Damper assembly rear adjustable for ERA Turbo or upgrade
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;C-STR305;Damper assembly rear adjustable upgrade for lowered cars
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;C-STN233;Damper assembly rear adjustable upgrade
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;C-STN237;Damper assembly rear adjustable upgrade for lowered cars
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;1;B36-0380;Damper assembly rear upgrade
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;2;SPAX-EYE;Bush with sleeve for Spax and Gaz dampers only
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;4;C2542;Upper damper bush and washer kit
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;5;GFK3323;Locknut 3/8” UNF
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;6;AJD7162;Plain washer 3/8” UNF (1.4mm thick 24.7mm wide)
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;7;21A640;Buffer for top of damper
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;8;GSV1118MS;Knuckle joint assembly
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;9;21A423MS;Nylon cup for knuckle
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;10;21A425;Gaiter for knuckle joint
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;11;FAM3968;Suspension rubber cone
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;11;C-STR687;Suspension rubber cone, requires fitment of Hilos
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;12;21A1684;Suspension cone rear strut
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;13;HILO;Adjustable suspension cone rear strut - requires [link]HILO-01[/link] rods
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;14;HILO-01;Hilo rear unit rods
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;15;RXB100040;Bump stop for rear damper Sportspack only
cat002;chap0204;153;Driveshafts Suspension & Wheels;Rear Damper and Suspension;15;ERA1190;Bump stop, fits in [link]FAM3968[/link] cone with [link]GMP038P[/link] bolt
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;RRC10339MS;Wheel 41/2” x 12” 8 spoke alloy, silver
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1967;Wheel 5” x 12” 8 spoke alloy, silver, MiniLIFE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1966;Wheel 5” x 12” 8 spoke, silver with diamond cut edge, MiniLIFE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1965;Wheel 5” x 12” 8 spoke, anthracite, diamond cut edge, MiniLIFE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1904;Wheel 5” x 12” 8 spoke alloy, silver MINILITE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1904GOLD;Wheel 5” x 12” 8 spoke alloy, gold MINILITE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1904WHITE;Wheel 5” x 12” 8 spoke alloy, white MINILITE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;RRC109640MS;Wheel 6” x 13” 8 spoke alloy, silver, Sports pack copy
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;5;C-21A1903;Wheel 6” x 13” 8 spoke alloy, silver MINILITE
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;7;FAM3428;Nut for steel wheels to also hold one piece hub cap
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;8;FAM2563;Plastic washer for [link]FAM3428[/link] to hold hub cap on wheel
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;9;AJM1139;Nut for alloy wheel less outer polished case
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;10;NAM9075;Nut for alloy wheels with outer polished case
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;12;LOCKNUT1;Locking alloy wheel nut kit, after market
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;12;LOCKNUT5;Locking steel wheel nut kit, after market - for 12” steel
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;21;NAM9105PMD;Centre cap for alloy wheel, black less logo
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;21;C-21A1962;Centre cap for MiniLIFE alloy wheel, fits 67mm hole
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;22;DTC100610RJS;Centre cap for alloy wheel, Monte Carlo, Cooper 35SE, Black/white
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;23;DTC100680MNH;Centre cap for alloy wheel, with ‘MINI’ logo in green
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;24;DTC100690MNH;Centre cap for alloy wheel with red ‘Mini Cooper’ in green laurel
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;26;SR3;Spacer for rear wheel 3/16” (3mm) without studs
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;26;SR4;Spacer for rear wheel 1/8” (5mm) without studs
cat002;chap0204;154;Driveshafts Suspension & Wheels;Road Wheels and Wheel Trim;26;CW17;Spacer kit for rear wheel 3/4” (19mm) with studs
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;1;FAM5285MS;Inner steering column, to 1996 pre air bag
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;3;GSV1095;Upper steering column bush, to 1996 pre air bag
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;4;NAM8563;Lower steering column bush
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;5;21A30;Steering rack to body seal
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;6;BH604111;Bolt 1/4” UNF 13/8” long lower inner column pinch bolt
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;7;GFK1124;Spring washer 1/4” UNF
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;8;GFK3211;Plain nut 1/4” UNF
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;11;21H295;Locknut 5/16” UNF for upper bracket bolt
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;12;51K4006;Shear bolt 5/16” UNF 21/4” long, bracket to column
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;13;51K4002;Shear bolt 5/16” UNF 3/4” long, bracket to dash
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;14;21A2464;Retaining plate for steering
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;15;21A2466;
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;17;BHM7107;Steering lock assembly, to 1996 pre air bag
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;18;51K4001;Shear bolt M8 metric 19mm long for steering lock
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;24;QRF100750;Steering lock assembly from 1996 when air bag fitted
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;25;51K4008;Shear bolt M8 metric 22mm long for steering lock
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;26;ACH6001;Steering wheel nut 15/16” wide (33.3mm) pre air bag
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;27;53K3480;Shake proof washer, to 1996 pre air bag
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;29;QYH10007;Steering wheel nut 1” (25.4mm) wide when air bag fitted
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;32;BHM7085;Cowling set in plastic, pre air bag cars to 1996
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;33;AT606084;Screw for cowling. (No.6) self tap 7/8” long countersunk head
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;35;AC606051;Screw to join rear lower cowlings (No.6) countersunk head
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;38;DBP3067;Nut for steering wheel retention
cat002;chap0205;155;Steering;Steering Wheels, Locks and Columns;39;14A7091;Plug for floor where opposite hand rack would fit
cat002;chap0205;157;Steering;Steering racks;1;FAM7306;Steering rack RHD new, except Sportspack
cat002;chap0205;157;Steering;Steering racks;1;GSR3386;Steering rack RHD new, Sportspack only
cat002;chap0205;157;Steering;Steering racks;1;C-AJJ1570;Steering rack RHD new, quick rack 2.2 turns
cat002;chap0205;157;Steering;Steering racks;1;FAM7307;Steering rack LHD new, except Sportspack
cat002;chap0205;157;Steering;Steering racks;1;GSR1185;Steering rack LHD new, Sportspack only
cat002;chap0205;157;Steering;Steering racks;1;C-AJJ1571;Steering rack LHD new, quick rack 2.2 turns
cat002;chap0205;157;Steering;Steering racks;2;BHM7113;Gaiter kit 41/2” long approx
cat002;chap0205;157;Steering;Steering racks;2;GSV1004;Gaiter kit 61/2” long where 2 gaiters are different diameters
cat002;chap0205;157;Steering;Steering racks;2;GSV1056;Gaiter kit 71/2” long fits all Mini Spares racks from 2011
cat002;chap0205;157;Steering;Steering racks;3;NT608041;Plain nut, 1/2” half nut
cat002;chap0205;157;Steering;Steering racks;4;GSJ734MS;Track rod end
cat002;chap0205;157;Steering;Steering racks;4;C-AJJ1572;Track rod end, longer with more threads for rack tie rod
cat002;chap0205;157;Steering;Steering racks;5;GFK3323;Locknut 3/8” UNF
cat002;chap0205;157;Steering;Steering racks;6;2A6208;U bolt, rack to body
cat002;chap0205;157;Steering;Steering racks;7;GFK3322;Locknut 5/16” UNF
cat002;chap0205;157;Steering;Steering racks;8;21A2553;Anti friction and protection strip
cat002;chap0205;157;Steering;Steering racks;9;ACH5854;Gaiter small metal clip
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;1;37H8128;Caliper R/H
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;1;37H8129;Caliper L/H
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;1;C-AJJ4022;Caliper Alloy kit, non vented
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;1;C-AJJ4021;Caliper spacer kit for [link]C-AJJ4022[/link], to convert to vented disc
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;2;114713;Caliper piston in stainless steel for [link]37H8128[/link] & [link]37H8129[/link]
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;2;SAAS501;Caliper piston in stainless steel for all 4 pot callipers
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;3;3H2428;Bleed nipple 3/8” UNF
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;3;BAU1790;Bleed nipple 7mm for 4 pot callipers
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;4;GRK5008;Seal kit for caliper pistons, for [link]GBC138[/link] / [link]GBC141[/link]
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;4;GRK5003;Seal kit for caliper pistons, for [link]GBC2030[/link] / [link]GBC2031[/link]
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;5;17H7679;Seal between caliper halves, for [link]GBC138[/link] / [link]GBC141[/link]
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;5;17H7680;Seal between caliper halves for Mini Spares alloy type
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;7;GBP281MS;Pad set, AP braking for non vented discs
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;7;GBP281ULTIMAX;Pad set, upgrade for non vented discs
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;7;C-AHT16GREEN;Pad set, upgrade for non vented discs, fast road use
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;8;GBP258AF;Pad set, for vented discs + [link]C-AJJ4022[/link] caliper
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;8;GBP258ULTIMAX;Pad set, upgrade for vented discs + [link]C-AJJ4022[/link] caliper
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;8;C-8G8994GREEN;Pad set, upgrade for vented discs + [link]C-AJJ4022[/link] caliper
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;9;MSSK1402;Disc shield kit R/H, upper and lower for non vented discs
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;9;MSSK1403;Disc shield kit L/H, upper and lower for non vented discs
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;10;53K1048;Bolt, 3/8” UNF 1 5/16” long, caliper to hub for non vented discs
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;10;53K1049;Bolt, 3/8” UNF 1 1/2” long, caliper to hub. 3/16” longer
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;10;ERA1128;Bolt, caliper to hub for vented discs with [link]GBC2030[link] / [link]GBC2031[/link]
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;11;GFK1126;Spring washer, 3/8” UNF
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;12;21A2612MS;Brake disc, 8.4” wide non vented Premium quality
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;12;GBD90806MS;Brake disc, 8.4” wide non vented
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;12;C-21A2612;Brake disc, 8.4” wide non vented, drilled and grooved pair
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;13;GBD496;Brake disc, 8.4” wide vented disc (see [link]MS39[/link] kit also)
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;13;C-GBD496;Brake disc, 8.4” wide vented disc, drilled and grooved pair
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;14;BTA370;Screw 3/8”UNF 1 1/16”long, brake disc to drive flange
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;14;SH110201M;Screw M10 Metric 20mm long, brake disc to drive flange
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;15;BTA1208;Stiffener bracket R/H disc shield cover to hub
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;15;BTA1209;Stiffener bracket L/H disc shield cover to hub
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;16;SE910161;Screw 3/16” UNF 7/8” long to join disc shields
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;17;GFK1123;Spring washer 3/16” UNF
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;18;GFK3210;Plain nut 3/16” UNF
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;19;GBK1026;Brake pad retaining clips and split pin kit, non vented disc
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;19;GBK1010;Brake pad split pins only kit - Non vented
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;20;MSSK014;Pair of brake discs and set of pads only - Non vented
cat002;chap0206;158;Brake and Brake Controls;Front Brakes;20;MS39;Pair of brake discs and set of pads only - Vented
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;1;21A1058;Backplate bare, rear R/H genuine AP
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;1;21A1058KIT;Backplate built up, rear R/H genuine AP
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;1;21A1060;Backplate bare, rear L/H genuine AP
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;1;21A1060KIT;Backplate built up, rear R/H genuine AP
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;2;21A1669;Bracket for handbrake cable, R/H
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;2;21A1670;Bracket for handbrake cable, L/H
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;4;GFK5185;Setscrew 5/16” UNF 1” long, backplate to radius arm
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;5;GFK1125;Spring washer 5/16” UNF
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;6;GFK3212;Plain nut 5/16” UNF
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;7;GBS834AF;Brake shoes, set of 4 genuine
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;8;AEU1541A;Blanking plug for new AP backplates
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;9;17H8092;Brake shoe spring lower, cylinder end
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;10;17H7621;Brake shoe spring upper, adjuster end
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;11;SMN10005;Handbrake lever set
cat002;chap0206;159;Brake and Brake Controls;Rear Brakes, Handbrake and Mechanism;12;17H7618;Tappet for adjuster pin
