katalog;kapitel;seite;kapitel_titel;tafel_titel;pos;teilenummer;bezeichnung
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;33;GFK1125;Washer, spring
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;34;AEA687;Screw, front plate to mains cap
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;34;53K2016;Screw, front plate to mains cap
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;35;WKN505;Keyway camshaft
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;36;12G4499;Distributor drive spindle
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;37;13H2792;Distributor housing oil seal
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;40;AEG314MS;Push Rod
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;41;AEG161;
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;2;LFH10006;Con rod bolt, was 12G1300
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;2;C-STR289;High strength rod bolt set
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;3;13H5872;Con rod nut
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;4;CAM6232;Crankshaft (rolled radius journals stamped [LINK]CAM6232[/LINK])
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;5;6K836;Crankshaft keyway
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;6;AEB91306-00;Con rod bearing , ACL race quality
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;6;VC1003-00;Connecting rod bearings Mahle race
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;7;AEM91886-00;Mains bearing ACL type
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;8;AEW2136;Thrust washer set, was VPW41/BHM1293
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;8;VPW41;Thrust washer set, Vandervell
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;9;DAM8890;Primary gear 29 teeth (A plus) standard
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;10;DAM8889;Bush front
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;11;22G109;Bush rear
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;12;DAM6490;Primary gear shim 2.84-2.89mm (.112-114”)
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;12;DAM6486;Primary gear shim 2.89-2.94mm (.114-116”)
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;12;DAM6487;Primary gear shim 2.94-2.99mm (.116-118”)
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;12;DAM6488;Primary gear shim 2.99-3.04mm (.118-120”)
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;12;DAM6489;Primary gear shim 3.04-3.09mm (.120-122”)
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;12;DAM6492;Primary gear shim 3.09-3.14mm (0.122-124”)
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;13;22A319;Thrust washer U clip
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;14;88G549;Backing ring
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;16;DAM2821;Plastic clutch oil seal protector
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;17;AHU2379;Camshaft retainer plate
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;18;6K629;Camshaft retainer nut
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;19;2A759;Camshaft locktab
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;20;12G4337;Camshaft gear simplex
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;21;8G725;Crankshaft gear simplex
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;22;3H2127;Timing chain simplex
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;23;6K628;Washer to shim crank gear
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;24;12G2621;Tensioner pad
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;25;12G2628;Tensioner mounting plate
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;26;12G2629;Tensioner pivot pin
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;27;CAM4700B;Front plate gasket - For gasket sets see page 28
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;29;SH605051;Screw - plate to crankcase
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;30;GFK1125;Washer, spring was GHF332
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;31;53K2016;Screw, front plate to mains cap
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;32;GHF321;Washer,shakeproof was WF600041
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;33;WKN505;Keyway camshaft
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;34;12G3560;Distributor drive spindle
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;35;TAM1671;Distributor retaining clip was 613857A
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;36;TAM1706;Screw for retainer clip, was CAM6105 3/8” UNF bolt 1” thread
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;37;AEG584;Cam follower with oil hole
cat001;chap0102;23;Engine;A Plus Blocks 1275 Engines with 12H Engine No;38;AEG314MS;Push rod
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;1;GCG1007MS;Cylinder head reconditioned
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;2;CHS2515;Stud, water elbow outlet
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;3;51K885;Stud, long, rocker posts and cover
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;4;51K1473;Stud, rocker posts, short
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;5;53K487;Stud, manifold
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;6;53K402;Stud, heater valve
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;7;12G1963;Valve guide - was 12A186/12G1111
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;8;2K1345;Oil hole plug - 850cc and 998cc, was 6K808 for 1100cc
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;9;2A180;Heater tap blanking plate
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;10;88G221;Heater take off gasket
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;11;TAM2068;Valve seat insert exhaust
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;12;2A877;Inlet valve large collet groove 1.095” wide
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;12;CAM6391;Inlet valve small collet groove 1.095” wide
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;12;12G3036;Inlet valve small collet groove 1.15” wide
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;12;AEA574;Inlet valve large collet groove 1.15” wide
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;12;AEA434;Exhaust valve large collet groove 1” wide
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;12;12A1987;Exhaust valve small collet groove 1” wide
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;13;AEA311;Valve spring
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;15;88G617;Top cap for small collet groove
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;16;88G459;Valve cotter pair for 88G617 small collet groove
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;17;2A12;
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;18;12A1950;Rocker shaft
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;21;2A259;Rocker post locking plate
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;22;2A258;Locating plug
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;23;6K556;Rocker spacer spring
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;25;12G1221;Rocker forged
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;26;2A21;Bush
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;27;CAM289;Rocker sintered non bush type
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;28;AEG167;Rocker screw
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;28;12A1215;Rocker screw for [LINK]2A964[/LINK]
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;29;6K654;Adjuster nut for [LINK]12A1215[/LINK]
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;29;NT605061;Adjuster nut for [LINK]12G1221[/LINK] and [LINK]CAM289[/LINK]
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;30;51K1193;Cylinder head nut
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;31;GFK1115;Head nut washer
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;32;GUG702506HG;Head Gasket, was TAM2121 / AJM302
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;32;GEG302;Cylinder head gasket, copper - For gasket sets see page 28
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;32;C-AEA647;
cat001;chap0102;24;Engine;Cylinder Head 850CC, 998CC & 1100CC Pre 'A' Plus;33;2A18;Rocker shaft spring washer
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;2;CHS2515;Stud, water elbow outlet
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;3;51K885;Stud, long, rockers and cover
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;4;51K1473;Stud, rocker posts, short
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;5;53K487;Stud, manifold
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;6;53K402;Stud, heater valve
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;7;12G1963;Valve guide, was 12A186
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;8;2K1345;Oil hole plug, was 6K808
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;9;2A180;Heater tap blanking plate
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;10;88G221;Heater take-off gasket
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;11;GFK3211;Heater valve nut
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;12;GFK1124;Washer
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;13;TAM2068;Valve seat insert exhaust, lead free
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;14;12G296;Inlet valve, 998cc Cooper (uses 2A11 cotter)
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;14;AEA574;Inlet valve, 997cc Cooper (uses 2A11 cotter) 29.4mm(1.156”) wide
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;14;12G3036;Inlet valve, 997cc (uses [LINK]88G459[/LINK] cotter)29.4mm
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;14;AEA400;Exhaust valve (uses 2A11 cotter)1” wide
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;14;12A1987;Exhaust valve (uses [LINK]88G459[/LINK] cotter)1” wide
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;15;AEA311;Valve spring outer
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;16;AEA401;Valve spring inner, 998 Cooper only
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;18;88G617;Top cap for [LINK]88G459[/LINK] small groove cotter
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;19;AEA403;Bottom spring collar, 998 Cooper
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;20;88G459;Valve cotter (only for [LINK]88G617[/LINK])
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;21;2A12;
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;22;12A1950;Rocker shaft
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;25;2A259;Rocker post locking plate N.L.A
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;26;2A258;Locating plate plug
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;27;6K556;Rocker spacer spring
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;29;12G1221;Rocker forged
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;30;2A21;Rocker bush
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;31;AEG167;Adjusting screw for [LINK]12G1221[/LINK]
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;31;12A1215;Adjusting screw for [LINK]2A964[/LINK]
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;32;NT605061;Adjusting screw nut for [LINK]12G1221[/LINK]
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;32;6K654;Adjusting screw nut for [LINK]2A964[/LINK]
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;33;51K1193;Cylinder head nut
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;34;GFK1115;Cylinder head washer
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;35;GUG702506HG;Cylinder head gasket, was TAM2121B and AJM302
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;35;C-AEA647;Cylinder head gasket, composite material for performance
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;35;GEG302;Cylinder Head gasket, copper
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;36;MSSK061;Cylinder head ancillary stud and nut kit
cat001;chap0102;25;Engine;997CC & 998CC Cooper Cylinder Head;37;2A18;Rocker shaft spring washer
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;2;CHS2515;Stud, water elbow
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;3;51K885;Stud, rocker posts/cover long
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;4;51K1473;Stud, rocker posts short
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;5;53K487;Stud, manifold
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;5;C-STR282;Stud, manifold kit - Stainless steel
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;6;53K402;Stud, heater tap valve take-off
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;6;C-STR285;Stud kit, heater tap valve take-off - Stainless steel
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;7;12G1963;Valve guide, was 2A608
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;9;2A180;Blanking plate, heater take-off
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;10;88G221;Gasket
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;11;GFK3211;Nut 1/4”UNF
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;12;GFK1124;Washer for nut
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;13;TAM2068;Valve seat insert exhaust, lead free
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;14;TAM1062;Inlet valve H.C. and lead free, 1984 on
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;14;TAM1770;Exhaust valve H.C. and lead free, 1984 on
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;14;CAM6505;
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;14;CAM6391;Inlet valve, top of cotter groove .220 thou from valve tip
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;14;12A1987;Exhaust valve, top of cotter groove .220 thou from valve tip
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;15;12G1015;Valve spring for all triple collet valves
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;15;AEA311;Valve spring, earlier heads
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;16;88G617;Top cap, single groove
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;16;AHU1897;Top cap, twin groove top cap, triple groove valve
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;17;ADU4905;Valve oil seal
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;18;88G459;Cotter, single groove valve
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;18;CAM6975;Cotter, double groove valve. A Plus
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;19;12A1950;Rocker shaft
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;19;C-AEG399;Rocker shaft high quality
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;22;2A259;Rocker shaft post locking plate
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;23;2A258;Locating plate plug
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;24;6K556;Rocker spacer spring
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;25;CAM289;Rocker sintered
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;26;12G1221;Rocker forged
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;27;2A21;Rocker bush
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;28;AEG167;Adjusting screw
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;29;NT605061;Adjusting nut
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;30;51K1193;Cylinder head nut, until [LINK]CAM4545[/LINK]
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;31;GFK1115;Washer, until [LINK]CAM4545[/LINK] fitted
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;32;CAM4545;Head nut with built in washer
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;33;GUG702560HG;Cylinder head gasket, was TAM2121B and AJM302
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;33;GEG300;Cylinder Head gasket, copper
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;33;C-AEA647;Cylinder head performance composite gasket
cat001;chap0102;26;Engine;Cylinder Head, 998CC, 'A' Plus 1980 on;34;2A18;Rocker shaft spring washer
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;2;CHS2515;Stud, water elbow outlet
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;3;51K885;Stud, rocker cover long
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;4;51K1473;Stud, rocker cover short
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;5;53K487;Stud, manifold
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;6;53K402;Stud, heater tap
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;7;C-AHT281;Extra cylinder head bolt, was AEG248
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;8;12G1963;Valve guide, tapered nose
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;8;C-AJJ4037;Bronze hidural valve guide, when EN214N valves fitted
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;9;2K1345;Oil hole plug
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;11;AEA771;Water and dowel hole plug
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;12;12G3503;Cleaning hole plug, was CAM4133 & 12H1734
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;13;2A180;Heater take-off blanking plate
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;14;88G221;Heater tap gasket
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;16;AEG593;Inlet valve EN214N material 35.6mm (1.4”) short stem length
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;16;AEG592;Inlet valve 35.6mm (1.4”) Long stem valve
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;16;AEG594;Exhaust valve EN214N material 31mm (1.21”) short stem length
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;16;AHU1049;Exhaust valve 29.2mm (1.15”) diameter (long stem) was 12G1322
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;17;C-AEA525;Inner and outer valve spring set
cat001;chap0102;27;Engine;Cylinder Head Cooper 'S' 970CC, 1071CC & 1275CC;17;C-AEA526;Inner and outer valve spring set - Race
