modell_code;modell;baugruppe;pos;artikel;bezeichnung
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;20;p-6889;Tankdeckel -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3, Motovespa 125/150/160
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;22;p-31304;Tankdeckelverschluss Augbolzen -OEM QUALITÄT- Vespa PX80, PX125, PX150, PX200 (-1984), Vespa 125 - VNB1T - VNB6T, Vespa 150 - VBB1T - VBB2T, GS160 / G
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;23;p-11769;Niet für Tankdeckel -OEM QUALITÄT- Vespa PX (-1984), Rally, Sprint, Sprint Veloce, TS, GT, GTR, SS180, GS160, GL, Super, GS150, VNA, VNB, VBA, VBB, Wi
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;24;p-19;Mutter für Tankdeckelverschluss - Rändelmutter - VESPA - V50, V90, SS50, SS90, PV125, ET3, VNA, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL2T), T
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;25;p-11281;Schraubknopf für Sattel -OEM QUALITÄT, vorne- Vespa V50, PV125, ET3
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;27;p-12142;Mutter -DIN 934- M10 x 1,5 (verwendet für Traversenschraube Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL, verwendet für Stoßdämpfer/Motor Vespa
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;32;p-11125;Sattel -OEM QUALITÄT, vorne- Vespa V50, PV125, ET3 - schwarz
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;33;p-6547;Federscheibe gewellt -DIN 137 Stahl verzinkt- M6
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;35;p-15754;Schraube -DIN 933- M7 x 20mm (8.8 Festigkeit)
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;37;p-15709;Unterlegscheibe -DIN 125- M7
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;40;p-6920;Benzinhahnhebel -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3 - Kunstoff
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;41;p-6500;Gummiring Benzinhahnhebel -OEM QUALITÄT- Vespa PX alt (-1984), Largeframe (-1984), Smallframe - Schwarz
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;42;p-12058;Silentbuchse für Benzinhahnhebel -PIAGGIO- Vespa PX, T5 125ccm, Rally, Sprint, TS, PV125, V50, PK S, PK XL
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;45;p-6504;Splint Benzinhahn -VESPA- PX, Sprint150 (VLB1T), Rally180 (VSD1T), Rally200 (VSE1T), GT125 (VNL2T), GTR125 (VNL2T), GL150 (VLA1T), Super, VNB, VNA , V
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;46;p-11959;Schieber für Benzinhahn -PIAGGIO- Vespa PX, T5 125ccm, PK, V50, PV, ET3, Rally, Sprint, GT, GTR
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;47;p-11966;Unterlegscheibe -PIAGGIO- 3,7x9,0x0,5mm (verwendet für Tacho Vespa PK XL2)
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;48;p-2343;Benzinhahn -PIAGGIO- Vespa V50, V90, PV125, ET3
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;49;p-12077;Kabelbinder Metall für Ansaugschlauch, Schaltzüge -OEM QUALITÄT- Ansaugschlauch Vespa SS180, GS160, GS150, Schaltzüge Vespa VL1-3, VB1, VGL1 - 5x300mm
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;50;p-12077;Kabelbinder Metall für Ansaugschlauch, Schaltzüge -OEM QUALITÄT- Ansaugschlauch Vespa SS180, GS160, GS150, Schaltzüge Vespa VL1-3, VB1, VGL1 - 5x300mm
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;51;p-10828;Benzinschlauch -PIAGGIO- Ø innen = 7mm, Ø aussen = 14mm, l = 750mm - passend für alle Vespa Schaltrollermodelle, Lambretta Serie 1-3
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;52;p-6863;Dichtung Benzinhahn/Tank -PIAGGIO- Vespa (ab Bj. 1950)
c-5221;Vespa 50 R (V5A1T -752188);Sitzbank, Tank;54;p-6864;Mutter Benzinhahn/Tank -VESPA- PX, Sprint150 (VLB1T), Rally180 (VSD1T), Rally200 (VSE1T), GT125 (VNL2T), GTR125 (VNL2T), GL150 (VLA1T), Super, VNB, VN
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;3;p-12110;Stoßdämpfer hinten -OEM QUALITÄT, 330mm- Vespa PX80, PX125, PX150, PX200, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;4;p-15719;Mutter -DIN 934- M8
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;5;p-15727;Federring -DIN 127- M8
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;6;p-44666;Silentblock Stoßdämpfer oben / Rahmen hinten -PREMIUM QUALITÄT- Vespa PX, T5 125ccm, Rally, Sprint, TS, GT, GTR, SS180, GS160, Super, GL, VNA, VNB, VB
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;7;p-6410;Stoßdämpferpatrone hinten -OEM QUALITÄT- 330mm- Vespa PX80, PX125, PX150, PX200, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS12
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;8;p-15043;Schraube -DIN 931- M9 x 65mm (verwendet für Stoßdämpfer/Motor Vespa V50, PV, ET3, PX (-1984), Vespa Rally, Sprint150, GL150, Super, TS125, GT125, GTR1
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;9;p-11549;Mutter -DIN 934 ähnlich- M9 SW=14 (verwendet für Motor/Motorhalter Vespa Wideframe V1 bis V15, V30 bis V33, VM, VN, VL, VU, VB, GS150 / GS3 (VS1 bis V
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;10;p-11549;Mutter -DIN 934 ähnlich- M9 SW=14 (verwendet für Motor/Motorhalter Vespa Wideframe V1 bis V15, V30 bis V33, VM, VN, VL, VU, VB, GS150 / GS3 (VS1 bis V
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;11;p-35825;Traversenschraube M10 x 220mm -PIAGGIO- Vespa GT 250 (ZAPM45102), Vespa GT L 125 (ZAPM31100, ZAPM31101), Vespa GT L 200 (ZAPM31200), Vespa GTS 125 (ZA
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;12;p-15757;Federring -DIN 127- M10
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;13;p-12142;Mutter -DIN 934- M10 x 1,5 (verwendet für Traversenschraube Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL, verwendet für Stoßdämpfer/Motor Vespa
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;19;p-6410;Stoßdämpferpatrone hinten -OEM QUALITÄT- 330mm- Vespa PX80, PX125, PX150, PX200, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS12
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;22;p-47704;Silentblock-Set Stoßdämpfer/Motor -BGM PRO Antislip orange (Made in Germany) Ø=9mm x 48mm- Vespa PX (1983), Rally, TS, Sprint, Sprint Veloce, GT, GTR,
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;23;p-47704;Silentblock-Set Stoßdämpfer/Motor -BGM PRO Antislip orange (Made in Germany) Ø=9mm x 48mm- Vespa PX (1983), Rally, TS, Sprint, Sprint Veloce, GT, GTR,
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;24;p-1234;Silentgummi Motor Traverse rechts -PIAGGIO- Vespa PX80, PX125, PX150
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;25;p-1234;Silentgummi Motor Traverse rechts -PIAGGIO- Vespa PX80, PX125, PX150
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;26;p-365;Silentblockbuchse Motor -PIAGGIO- Vespa V50, SS50, PK 50S, PK 50XL, PK 50XL2
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;27;p-8969;Sicherungsring innen Silentblock Motor -PIAGGIO 30x25x2mm- Vespa PX80, PX125, PX150, Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125 (VNL2T), 
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;29;p-356;Silentgummi Motor Traverse links -VESPA- PX80, PX125, PX150, Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125 (VNL2T), Super, GL150 (VLA1T), VN
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer hinten;31;p-356;Silentgummi Motor Traverse links -VESPA- PX80, PX125, PX150, Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125 (VNL2T), Super, GL150 (VLA1T), VN
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;1;p-10358;Stoßdämpfer vorne -OEM QUALITÄT- 205mm- Vespa V50 N (1. Serie), V50 R (1. Serie)
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;25;p-15166;Mutter -DIN 934- M8 x 1,0 (verwendet für Stoßdämpfer/Gabel Vespa V50, V90, SS50, SS90, PV125, ET3)
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;26;p-15727;Federring -DIN 127- M8
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;27;p-15727;Federring -DIN 127- M8
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;28;p-574;Unterlegscheibe Silentgummi/Stoßdämpfer vorne -PIAGGIO- Vespa PX80, PX125, PX150, PX200, T5 125cc, Cosa, PK S-XL, GT-GTV, LX-LXV, ET2, ET4, S, Piaggio
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;29;p-3553;Silentgummi Stoßdämpfer vorne oben -CIF 14x31x9mm- Vespa V50, 50N, SS50, V90, SS90, PV125, ET3, PK, GS160, SS180
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;30;p-15719;Mutter -DIN 934- M8
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;31;p-49139;Unterlegscheibe M8x24x2mm Gabel/Schwingenabdeckung -VESPA- V50, V90, SS50, SS90, PV125, ET3
c-5221;Vespa 50 R (V5A1T -752188);Stoßdämpfer vorne;32;p-15295;O-Ring Ø16x2,50mm -PIAGGIO-Kickstarterwelle Vespa V50, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS125, GT125, GTR125, Super, GS160 / GS4, S
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;1;p-15690;Mutter -DIN 934- M6
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;2;p-15690;Mutter -DIN 934- M6
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;3;p-15690;Mutter -DIN 934- M6
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;4;p-15696;Federring -DIN 127- M6
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;5;p-15696;Federring -DIN 127- M6
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;6;p-13501;Unterlegscheibe Karosserie -DIN 9021- M6 - Edelstahl
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;7;p-11902;Dichtung Auspuffkrümmer/Zylinder -PIAGGIO, M6 Lochstich 52mm- Vespa 50 (V5A1T, V5N1T, V5B2T), 50N (V5A1T, V5B3T), 50 Special (V5B1T), Vespa 90 (V9A1T)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;8;p-11902;Dichtung Auspuffkrümmer/Zylinder -PIAGGIO, M6 Lochstich 52mm- Vespa 50 (V5A1T, V5N1T, V5B2T), 50N (V5A1T, V5B3T), 50 Special (V5B1T), Vespa 90 (V9A1T)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;9;p-15143;Auspuffkrümmer -OEM QUALITÄT- für standard Auspuff - Vespa Smallframe V50, PK50/PK80 S, PK50/PK80 XL, PK50 XL2, PK50 HP, PK50 FL, PK 50 Automatik - Al
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;10;p-15447;Ansaugstutzen -VESPA 2-Loch, Drehschieber- Vespa V50 - Ø=16/10mm Dellorto SHB
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;11;p-13981;Dichtung Ansaugstutzen -OEM QUALITÄT- Vespa V50, PV125, ET3, PK50, PK80, PK125 S
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;12;p-44662;Gummiteileset -PREMIUM- für Vespa 50 N/​L/​R/​S, V90, PV​125 1° Serie (VMA1) - Grau
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;14;p-9508;Fächerscheibe -DIN 6798- M10
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;15;p-9508;Fächerscheibe -DIN 6798- M10
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;16;p-3497;Gummi Vergaserwannendeckel -PIAGGIO- Vespa Largeframe (ab Bj. 1958)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;17;p-15026;Splint -DIN 94- Ø=2,0mm - 20mm - verwendet für Bolzen Klemmplättchen / Bremsarm hinten Vespa PX, Sprint, Rally, V50, PV125, ET3 etc.
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;25;p-9429;Vergaser -DELLORTO 16/10mm SHB- Vespa V50
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;27;p-1848;Auspuff -OEM QUALITÄT- Vespa V50, 50N, 50S, 50L, 50R, 50 Special, V50 Elestart, PV125
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;28;p-1848;Auspuff -OEM QUALITÄT- Vespa V50, 50N, 50S, 50L, 50R, 50 Special, V50 Elestart, PV125
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;29;p-15378;Unterlegscheibe -DIN 125- M10
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;30;p-15757;Federring -DIN 127- M10
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;31;p-9780;Schraube -DIN 933- M10 x 30mm (verwendet als Auspuffschraube Vespa V50, V90, PV125, ET3)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;34;p-18512;Feder Gemischeinstellschraube -DELLORTO- SHB, SHBC, PHBG
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;35;p-7070;Gemischeinstellschraube -DELLORTO- SHB, SHBC - Gewinde M4 x 0,75mm, L=27mm - dicke Spitze
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;36;p-18516;Schraube Schwimmerkammer -DELLORTO- SHB, PHVA, PHVB, PHBN
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;37;p-7143;Dichtsatz Vergaser -DELLORTO- SHBC 16
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;38;p-2151;Düse -DELLORTO (Typ: 1486)- 5mm ( 52)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;39;p-7057;Schwimmerstift -DELLORTO- SHB, SI
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;41;p-15441;Vergaserschelle -DELLORTO Ø=34mm- SHBC 16 (Typ Vespa)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;42;p-15441;Vergaserschelle -DELLORTO Ø=34mm- SHBC 16 (Typ Vespa)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;43;p-389;Einstellschraube - Gaszugführung -PIAGGIO- M5 x 0,75 - 0° - ohne Kontermutter
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;44;p-12127;Feder Einstellschraube Gaszug am Vergaser -DELLORTO- SHB
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;45;p-4841;Schraube Schieberdeckel -PIAGGIO- Vergaser SI DellOrto - SI20/15, SI20/17, SI20/20, SI24/24, SI26/27
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;48;p-18506;Gasschieber -DELLORTO SHB 16- 6231-1
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;49;p-7021;Gasschieberfeder -DELLORTO- SHBC 16
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;50;p-7142;Dichtsatz Vergaser -DELLORTO- SHB 19 Vespa PV125, ET3
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;52;p-12129;Chokedüse -DELLORTO (Typ: 6217) SHB- 50
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;53;p-7051;Schwimmernadel -DELLORTO, dreieckig- SHBC (Vespa V50, PV,ET3), SHA (Ciao, Bravo, SI), PHBG, PHVA, PHVB, PHBN, FHBB - ungefedert
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;54;p-18510;Schwimmer -DELLORTO- SHB
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;55;p-18513;Schwimmerkammer -DELLORTO- SHB / SHBC 16mm-19mm
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;56;p-7027;Schraube Benzinbanjo -DELLORTO- SHB16/10, SHB16/16
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;58;p-18504;Benzinbanjo -DELLORTO- SHB 16
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;59;p-18503;Benzinfilter -DELLORTO- SHB16-Vergaser- Vespa V50, 50N, 50L, 50R, Special, 50SR, Sprinter, SS50, V90, SS90, 90 Racer
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;64;p-15408;Gussschutzkappe -OEM QUALITÄT- Vespa V50 - Vergaser Ø=16mm
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;65;p-15141;Klemmring Gusskappe -OEM QUALITÄT- Vespa Smallframe
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;66;p-10868;Luftfilter -OEM QUALITÄT- Vespa V50 (1. Serie) (Dellorto SHBC 16mm)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;67;p-2414;Nebendüse -DELLORTO (Typ: 3360) SH / SHA / SHB- 38
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;68;p-18517;Vergaserdeckel -DELLORTO- SHB 16 (Typ Vespa V50)
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;69;p-7143;Dichtsatz Vergaser -DELLORTO- SHBC 16
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;70;p-515;Mutter für Gaszughebel -PIAGGIO- SHB - SW=8
c-5221;Vespa 50 R (V5A1T -752188);Vergaser, Auspuff;71;p-11320;Unterlegscheibe M6 DIN 433 ähnlich - kleinerer Außendurchmesser für Befestigung Lufteintrittshaube -LAMBRETTA- LI, LIS, SX, TV, DL, GP, Motorgehäuse L
c-5221;Vespa 50 R (V5A1T -752188);Zündung;1;p-15684;Federring -DIN 127- M5
c-5221;Vespa 50 R (V5A1T -752188);Zündung;2;p-15684;Federring -DIN 127- M5
c-5221;Vespa 50 R (V5A1T -752188);Zündung;3;p-15684;Federring -DIN 127- M5
c-5221;Vespa 50 R (V5A1T -752188);Zündung;4;p-3044;Schraube -DIN 85- M5 x 14mm (verwendet für Zündgrundplatte Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125
c-5221;Vespa 50 R (V5A1T -752188);Zündung;5;p-3044;Schraube -DIN 85- M5 x 14mm (verwendet für Zündgrundplatte Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125
c-5221;Vespa 50 R (V5A1T -752188);Zündung;15;p-6660;Seegerring -BOHRUNG DIN472- Ø=28mm
c-5221;Vespa 50 R (V5A1T -752188);Zündung;16;p-9129;Seegerring -BOHRUNG DIN472- Ø=25mm - (verwendet für Polrad Vespa V50, 50N, PV125, SS50, SS90, SR50, Sprint150, Super, VNA, GT125, GTR125)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;19;p-17014;Bougierohr -UNIVERSAL Ø=6mm- 5m - Schwarz
c-5221;Vespa 50 R (V5A1T -752188);Zündung;20;p-170;Gummi Motor/Kabel -PIAGGIO- Vespa V50, V90, PV, ET3, VNA1T-2T, VNB1T-5T (verwendet zur Kabeldurchführung Motorgehäuse / Zündgrundplatte)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;21;p-170;Gummi Motor/Kabel -PIAGGIO- Vespa V50, V90, PV, ET3, VNA1T-2T, VNB1T-5T (verwendet zur Kabeldurchführung Motorgehäuse / Zündgrundplatte)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;22;p-6833;Gummikappe Kabelkästchen -PIAGGIO- Vespa alle Modelle
c-5221;Vespa 50 R (V5A1T -752188);Zündung;23;p-45381;Verbindungskabel Zündspule und Kabelkästchen -VESPARATUR- Vespa Sprint, GT, GTR, TS
c-5221;Vespa 50 R (V5A1T -752188);Zündung;24;p-45381;Verbindungskabel Zündspule und Kabelkästchen -VESPARATUR- Vespa Sprint, GT, GTR, TS
c-5221;Vespa 50 R (V5A1T -752188);Zündung;25;p-45381;Verbindungskabel Zündspule und Kabelkästchen -VESPARATUR- Vespa Sprint, GT, GTR, TS
c-5221;Vespa 50 R (V5A1T -752188);Zündung;31;p-6547;Federscheibe gewellt -DIN 137 Stahl verzinkt- M6
c-5221;Vespa 50 R (V5A1T -752188);Zündung;34;p-13483;Schraube -DIN 84- M6 x 12mm (verwendet für Lüfterradabdeckung Vespa)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;35;p-3037;Schraube Zündkontakt M4 x 10mm mit Schlitz -PIAGGIO- Vespa Smallframe V50, PV125, Wideframe VM1, VM2, VNB1, VNB2, Super, GS150 VS1-5, Sprint, GT, GTR,
c-5221;Vespa 50 R (V5A1T -752188);Zündung;36;p-11195;Zündkontakte -PIAGGIO kurz, Ø=5,0mm Führungsbolzen- Vespa 50 N, L, R, Special
c-5221;Vespa 50 R (V5A1T -752188);Zündung;37;p-15774;Schmierfilz Kontaktzündung (Kondensator Ø=14mm) -OEM QUALITÄT- Vespa V50, PX
c-5221;Vespa 50 R (V5A1T -752188);Zündung;38;p-15774;Schmierfilz Kontaktzündung (Kondensator Ø=14mm) -OEM QUALITÄT- Vespa V50, PX
c-5221;Vespa 50 R (V5A1T -752188);Zündung;39;p-15774;Schmierfilz Kontaktzündung (Kondensator Ø=14mm) -OEM QUALITÄT- Vespa V50, PX
c-5221;Vespa 50 R (V5A1T -752188);Zündung;40;p-15774;Schmierfilz Kontaktzündung (Kondensator Ø=14mm) -OEM QUALITÄT- Vespa V50, PX
c-5221;Vespa 50 R (V5A1T -752188);Zündung;42;p-3231;Kondensator -EFFE, Ø=20mm, h=31mm, µF 0,25, 1-Kabel- Vespa V50 N, V50 L, V50 R (1° Serie), V50 Special V5A2T (1° Serie), V50 V5B1T (1° Serie)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;43;p-15688;Schraube -DIN 7985- M5 x 25mm (verwendet für Halter CDI / Elektronikzentrale PX)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;45;p-8677;Lichtspule -CEAB- Vespa V50 (Modelle mit innenliegender Zündspule)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;46;p-8677;Lichtspule -CEAB- Vespa V50 (Modelle mit innenliegender Zündspule)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;51;p-15456;Zündspule innenliegend -CIF- Vespa V50 (V5A1M ab Nr. 97776)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;53;p-15067;Zündkabel -PIAGGIO 100cm- Ø=7mm mit Öse
c-5221;Vespa 50 R (V5A1T -752188);Zündung;54;p-33184;Zündkerzenstecker -POLINI- Silikon, kurz - blau
c-5221;Vespa 50 R (V5A1T -752188);Zündung;58;p-3062;Schraube Zündkontakt M4x10mm mit Schlitz -OEM QUALITÄT- Vespa Smallframe V50, PV125, Wideframe VM1, VM2, VNB1, VNB2, Super, GS150 VS1-5, Sprint, GT, G
c-5221;Vespa 50 R (V5A1T -752188);Zündung;59;p-2978;Fächerscheibe -DIN 6798- M3 (verwendet für Sicherungshalter PX, Zündkontakt Vespa lang)
c-5221;Vespa 50 R (V5A1T -752188);Zündung;60;p-6517;Gummistopfen Polrad (Niere) -OEM QUALITÄT Höhe=11.4mm, Breite: 40.6mm- Vespa V50 (200001 bis 763500), V90, 90SS, VNB6T (ab 04295), Super, GT125 (VNL2T
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;2;p-12110;Stoßdämpfer hinten -OEM QUALITÄT, 330mm- Vespa PX80, PX125, PX150, PX200, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;3;p-15719;Mutter -DIN 934- M8
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;4;p-574;Unterlegscheibe Silentgummi/Stoßdämpfer vorne -PIAGGIO- Vespa PX80, PX125, PX150, PX200, T5 125cc, Cosa, PK S-XL, GT-GTV, LX-LXV, ET2, ET4, S, Piaggio
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;5;p-44666;Silentblock Stoßdämpfer oben / Rahmen hinten -PREMIUM QUALITÄT- Vespa PX, T5 125ccm, Rally, Sprint, TS, GT, GTR, SS180, GS160, Super, GL, VNA, VNB, VB
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;6;p-6410;Stoßdämpferpatrone hinten -OEM QUALITÄT- 330mm- Vespa PX80, PX125, PX150, PX200, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS12
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;7;p-15043;Schraube -DIN 931- M9 x 65mm (verwendet für Stoßdämpfer/Motor Vespa V50, PV, ET3, PX (-1984), Vespa Rally, Sprint150, GL150, Super, TS125, GT125, GTR1
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;8;p-15734;Mutter -DIN 934- M9 (verwendet für Stoßdämpfer/Motor Vespa PX80, PX125, PX150, PX200 (-1984), Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), T
c-5211;Vespa 50 R (V5A1T 752189-);Aufhängung;9;p-15734;Mutter -DIN 934- M9 (verwendet für Stoßdämpfer/Motor Vespa PX80, PX125, PX150, PX200 (-1984), Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), T
