modell_code;modell;baugruppe;pos;artikel;bezeichnung
c-4977;Vespa 50 L (V5A1T);Lenker;47;p-11970;Unterlegscheibe Steuersatz -PIAGGIO- 30,2x40,0x2,5mm - verwendet als Nasenscheibe
c-4977;Vespa 50 L (V5A1T);Lenker;48;p-17870;Steuersatzschalenkontermutter h=6mm -BGM ORIGINAL- Vespa 125 VN1, VN2, VNA1T, VNA2T, VNB1T, VNB2T, VNB3T, VNB4T, VNB5T, VNB6T, Vespa 150 VL1, VL3T, VB
c-4977;Vespa 50 L (V5A1T);Lenker;50;p-5981;Tachoblende -OEM QUALITÄT- V50 mit rundem Tacho - rechteckiges Logo - schwarz
c-4977;Vespa 50 L (V5A1T);Lenker;51;p-10366;Feder für Gasrohr -OEM QUALITÄT- Vespa V50 (V5A1T bis V5A3T, V5SA1T), SS50 (V5SS1T bis V5SS2T), V90 (V9A1T), SS90 (V9SS1T bis V9SS2T), PV125, ET3, GL1
c-4977;Vespa 50 L (V5A1T);Lenker;52;p-44743;Schaltzug- Gaszugrollen Set -PREMIUM ohne Lenkerblinker- Vespa V50, V90, SS50, SS90, PV125, ET3, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;1;p-15008;Motorgehäusebolzen - Motorschrauben - Motorbolzen M7 x 75mm -VESPA- (Smallframe V50, PV125, ET3, PK)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;2;p-15008;Motorgehäusebolzen - Motorschrauben - Motorbolzen M7 x 75mm -VESPA- (Smallframe V50, PV125, ET3, PK)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;3;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;4;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;5;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;6;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;7;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;8;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;9;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;10;p-15709;Unterlegscheibe -DIN 125- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;11;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;12;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;13;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;14;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;15;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;16;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;17;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;18;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;19;p-15711;Federring -DIN 127- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;20;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;21;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;22;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;23;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;24;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;25;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;26;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;27;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;28;p-15705;Mutter hoch -DIN 934 ähnlich- M7
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;30;p-15009;Fächerscheibe Polradmutter -OEM QUALITÄT Øa=24mm- Vespa Sprint150 (VLB1T), VNB, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL2T), V50(N) (ab N
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;31;p-15714;Stehbolzen -M7 x 35mm- (verwendet für Zylinder Vespa V50, PK50)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;32;p-15714;Stehbolzen -M7 x 35mm- (verwendet für Zylinder Vespa V50, PK50)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;33;p-6318;Wellendichtring 19x32x7mm -CORTECO NBR- (verwendet für Kurbelwelle Lichtmaschinenseite Vespa V50, V90, SS50, SS90, PV125, ET3, PK S)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;35;p-6286;Kugellager -6204 ETN9 C4- (20x47x14mm) - (verwendet für Kurbelwelle Minarelli 50 ccm (Typ MA, MY, CW, CA, CY), Vespa V50, V90, PV125, ET3, PK S, PK XL
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;36;p-15350;Motorgehäusebolzen - Motorschrauben - Motorbolzen M7 x 42mm -VESPA- 25-17mm (Smallframe V50, PV125, ET3, PK)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;37;p-15069;Halbmond Keil -PIAGGIO 3x5mm- Kurbelwelle Lichtmaschinenseite (Lima) Vespa Ciao, Bravo, SI, Piaggio 50-180 ccm 2-Takt - Aprilia SR125, Gilera Runner F
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;38;p-15069;Halbmond Keil -PIAGGIO 3x5mm- Kurbelwelle Lichtmaschinenseite (Lima) Vespa Ciao, Bravo, SI, Piaggio 50-180 ccm 2-Takt - Aprilia SR125, Gilera Runner F
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;39;p-1245;Kurbelwelle -MAZZUCCHELLI Standard (Drehschieber)- Vespa V50, PK50 S (Ø 19mm Konus)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;40;p-12173;Motorgehäusebolzen - Motorschrauben - Motorbolzen M7 x 58mm -VESPA- 40-18mm (Smallframe V50, PV125, ET3, PK, PX, T5 125ccm)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;41;p-12173;Motorgehäusebolzen - Motorschrauben - Motorbolzen M7 x 58mm -VESPA- 40-18mm (Smallframe V50, PV125, ET3, PK, PX, T5 125ccm)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;43;p-15427;Dichtsatz Motor -PIAGGIO- Vespa V50
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;44;p-16284;Wellendichtring 22,7x47x7/7,5mm -FKM- (verwendet für Kurbelwelle Antriebseite Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL - Getriebeeingangswe
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;45;p-15203;Seegerring -BOHRUNG DIN472- Ø=47mm - für Kugellager Smallframe, Largeframe Hauptwelle 6204 Radseite, Kugellager 16005 Primär Smallframe V50, PV, ET3, 
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;46;p-31075;Kugellager Kurbelwelle -MALOSSI- 6303 (17x47x14mm) - C3 Polyamid - (verwendet für Kurbelwelle Antriebseite Vespa V50, V90, PV125, ET3, PK S, PK XL, La
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;47;p-12003;Dichtung Motorgehäuse -PIAGGIO- Vespa V50, V90, PV125, ET3, PK S, PK XL, PK XL2
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;51;p-15012;Stehbolzen -M6 x 30mm- (verwendet für Einlass Vespa Smallframe)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;52;p-15012;Stehbolzen -M6 x 30mm- (verwendet für Einlass Vespa Smallframe)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;54;p-15198;Sicherungsblech Primär -OEM QUALITÄT- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;55;p-15197;Mutter M12 x1,5 SW=19 halbhoch (verwendet für Kurbelwelle/Primärrad Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;58;p-3279;Nadellager -K16-20-10- (16x20x10mm) - verwendet für Hauptwelle Vespa 50 (1 Serie) V5A1T -92876, V50 (1.Serie) V5SA1T -15324, V90 (1.Serie) V9A1T -2500
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;59;p-12103;Stehbolzen -M7 x 59mm- 22-17-20mm (verwendet für Motorgehäuse Vespa V50, V90, PV125, ET3, PK S, PK XL)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;60;p-6256;Buchse für Pleuel -OEM QUALITÄT 12mm (11,7x14,1x11,6mm)- Vespa 50 (V5A1T), 50 Elestart (V5B2T), 50 N Special (V5A1T, V5B3T), 50 Special (V5B1T), Piagg
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;61;p-15092;Kolbenclip -12mm- Seegerring-Typ
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;65;p-15013;Motorgehäusebolzen - Motorschrauben - Motorbolzen M7 x 80mm -VESPA- 56-24mm (Lusso/T5 125ccm/Cosa an Stoßdämpferaufnahme, Smallframe unten)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;66;p-8842;Dichtung Zylinderfuß -VESPA 50-125 ccm- Vespa V50, PV125, ET3, PK50, PK80, PK125 - Papier
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;68;p-13501;Unterlegscheibe Karosserie -DIN 9021- M6 - Edelstahl
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;70;p-15750;Schraube -DIN 933- M7 x 35mm (8.8 Festigkeit)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;71;p-657;Stehbolzen -PIAGGIO M6 x 28mm- (verwendet für Auspuff/Zylinder Piaggio/Gilera 50cc)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;72;p-15246;Zylinderkopf -OEM QUALITÄT,- Vespa V50, V50 S, SS50, PK50
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;73;p-10578;Dichtung Kupfer -DIN7603- 14x20x2mm - verwendet als Dichtung Zündkerze / Zylinderkopf M14 (Kerzentyp NGK B, Bosch W)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;75;p-33184;Zündkerzenstecker -POLINI- Silikon, kurz - blau
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;76;p-10790;Zylinderhaube -OEM QUALITÄT- Vespa V50 (1. Serie) - Metall
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;77;p-13483;Schraube -DIN 84- M6 x 12mm (verwendet für Lüfterradabdeckung Vespa)
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;78;p-362;Federscheibe gewellt -PIAGGIO- Stahl verzinkt- M6 - verwendet für Zylinderhaube Smallframe, Druckfeder Chokehebel
c-4977;Vespa 50 L (V5A1T);Motorgehäuse, Zylinder;79;p-15696;Federring -DIN 127- M6
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;1;p-15337;Kickstarterfeder -OEM QUALITÄT- Vespa V50, V90, PV125, PK50, PK80, PK125
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;2;p-12734;Kickstarterwelle -PIAGGIO- Vespa V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK125 S, PK50, PK80, PK125 XL - 12 Zähne
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;3;p-15295;O-Ring Ø16x2,50mm -PIAGGIO-Kickstarterwelle Vespa V50, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS125, GT125, GTR125, Super, GS160 / GS4, S
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;4;p-15111;Kickstarterritzel -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL - Zähne 12/10, Ø=20,5mm
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;10;p-46019;Rollenlager -CRIMAZ NUP 16005 (25x47x8mm)- verwendet für Primär Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;11;p-15175;Schraube -DIN 931- M9 x 50mm (verwendet als Kickstarterschraube Vespa V50, V90, SS50, SS90, PV125, ET3, PK
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;12;p-11935;Zahnscheibe -DIN 6798- M9 - innenverzahnt
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;13;p-15113;Kickstarter Vespa V50, PV, ET3 - Aluminium poliert
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;14;p-15203;Seegerring -BOHRUNG DIN472- Ø=47mm - für Kugellager Smallframe, Largeframe Hauptwelle 6204 Radseite, Kugellager 16005 Primär Smallframe V50, PV, ET3, 
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;16;p-16100;Feder für Primär -BGM PRO- Vespa V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 HP, PK50 SS - 60N
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;17;p-49358;Distanzbuchse 8x5x4,5mm für Feder Primär -CIF- Vespa V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;22;p-12124;Niet für Primär -PIAGGIO- V50, V90, PV125, ET3, PK S, PK XL, PK XL2
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;25;p-2644;Kupplung -CIF- Smallframe V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 HP, PK50 SS - 3-Scheiben
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;26;p-15015;Kupplungsandruckplatte -OEM QUALITÄT- Vespa PX80, PX125, PX150, Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125 (VNL2T), Super, VNA, VNB, VBA,
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;27;p-10273;Kupplungsandruckplattenfeder -PIAGGIO- Vespa PX, T5 125cc, Cosa2, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T),
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;28;p-15189;Kupplungstrennpilz -OEM QUALITÄT- Vespa V50 (ab Bj. 1978), PV125 (ab Bj. 1978), ET3 (ab Bj. 1978), PK S, PK XL1 - 2 Ärmchen
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;29;p-1322;Dichtung Kupplungsdeckel -OEM QUALITÄT- Vespa V50, PV125, ET3, PK50, PK80, PK125
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;30;p-11525;Schraube -DIN 931- M6 x 25mm (8.8 Festigkeit) - (verwendet für Kupplungsdeckel Vespa PX, Cosa, T5 125ccm, Rally, Sprint, TS, GT, GTR, GL, SS 180, GS 1
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;31;p-6547;Federscheibe gewellt -DIN 137 Stahl verzinkt- M6
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;32;p-6547;Federscheibe gewellt -DIN 137 Stahl verzinkt- M6
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;33;p-32630;Kupplungsdeckel -POLINI, kurzer gerader Hebel- Vespa V50, PV, ET3
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;34;p-15701;Schraube -DIN 933- M6 x 25mm (8.8 Festigkeit)
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;38;p-364;Kupplungsarmfeder -VESPA- V50, V90 (bis Bj. 1977), SS50, SS90, PV125 (bis Bj. 1977), ET3
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;39;p-12629;Kupplungsarm -VESPA- Vespa 50 (V5A1T), 50 Elestart (V5B2T), 50 N Special (V5A1T, V5B3T), 50 Special (V5B1T), 50 SR (V5SA1T), 50 SS (V5SS1T), V 90 (V9A
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;40;p-11964;Sicherungsstift - Spannstift -PIAGGIO- 3x18mm (verwendet für Kupplungsarm Vespa V50, PV125, ET3)
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;41;p-15124;Sicherungsring Kupplungskorb -NEWFREN Ø=61mm b=2,9mm h=1,1mm- Vespa V50 (V5A1T, V5A2T, V5A3T, V5B1T, V5B2T, V5B3T, V5B4T, V5R1T, V5SA1T), SS50 (V5SS1T
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;42;p-15123;Ölsammelblech Kupplung -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL1
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;43;p-15123;Ölsammelblech Kupplung -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL1
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;45;p-2641;Kupplungsbeläge -VESPA Smallframe V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 HP, PK50 SS - 3-
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;46;p-2641;Kupplungsbeläge -VESPA Smallframe V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 HP, PK50 SS - 3-
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;47;p-2641;Kupplungsbeläge -VESPA Smallframe V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 HP, PK50 SS - 3-
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;48;p-12245;Kupplungsstahlscheibe -PIAGGIO- Vespa Smallframe V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 H
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;49;p-12245;Kupplungsstahlscheibe -PIAGGIO- Vespa Smallframe V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK50 S, PK80 S, PK125 S, PK50 XL, PK125 XL, ETS, PK50 H
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;50;p-15120;Kupplungsgrundplatte -OEM QUALITÄT- Vespa V50, PV125, ET3, PK S, PK XL1
c-4977;Vespa 50 L (V5A1T);Primär, Kickstarter, Kupplung;51;p-439;Kupplungsfeder -PIAGGIO- Vespa V50 (V5A1T, V5A2T, V5A3T, V5B1T, V5B2T, V5B3T, V5B4T, V5R1T, V5SA1T), SS50 (V5SS1T), SR50 (V5SS2T), V90 (V9A1T), SS90 (
